Voxel_No,V_b,K_1,k_2,k_3,k_4,K_i,model
0,0.0702774,0.11347494,0.78811824,0.16606493,0.017022561,0.019749047,k4 non-zero
0,0.043364048,0.012384184,0.29608238,0.031211395,0.0,0.0011809808,k4 zero
0,0.046941284,0.04550953,0.0979659,0.3514092,0.0053437143,0.035588235,k4 non-zero
0,0.017317116,0.027641095,0.7206681,0.07770193,0.018377982,0.0026901893,k4 non-zero
0,0.02499262,0.1079689,0.43800342,0.10340841,0.023309201,0.020621808,k4 non-zero
0,0.033635385,0.14843418,0.34505486,0.032472506,0.0,0.012767365,k4 zero
0,0.09140841,0.053858876,0.09592559,0.08581493,0.034433734,0.025431288,k4 non-zero
0,0.07035544,0.14046472,0.46349806,0.07388995,0.0,0.019313663,k4 zero
0,0.05823848,0.07193972,0.18684617,0.060079426,0.0,0.017503642,k4 zero
0,0.053754117,0.033217877,0.14480594,0.27373284,0.0,0.021725165,k4 zero
0,0.023579093,0.28480744,0.8640619,0.0470792,0.0072371103,0.014716171,k4 non-zero
0,0.068146035,0.15336967,0.3142091,0.00278377,0.0,0.0013468628,k4 zero
0,0.07845304,0.078604944,0.41272753,0.30600968,0.0,0.033466853,k4 zero
0,0.09008456,0.20098566,0.86589366,0.09113315,0.009550228,0.019138915,k4 non-zero
0,0.0061843684,0.17282873,0.62261206,0.057369098,0.013992591,0.014581329,k4 non-zero
0,0.013518395,0.1209898,0.4976039,0.18593687,0.02347684,0.032911666,k4 non-zero
0,0.061926007,0.21685052,0.94304585,0.04226327,0.0,0.0093014585,k4 zero
0,0.03415313,0.1659155,0.75969833,0.15683557,0.00078117906,0.028391149,k4 non-zero
0,0.06574251,0.14134045,0.71706665,0.08644867,0.0053817253,0.015206547,k4 non-zero
0,0.018495366,0.17098609,0.7218893,0.21349701,0.025397008,0.039026674,k4 non-zero
0,0.06364846,0.09806829,0.8152739,0.09152932,0.013416773,0.009898646,k4 non-zero
0,0.049815167,0.08560779,0.54206544,0.17954801,0.0030537948,0.021300474,k4 non-zero
0,0.03259421,0.11972903,0.5441718,0.13180116,0.0,0.023344757,k4 zero
0,0.029740093,0.057139024,0.06272073,0.195382,0.042394023,0.04325385,k4 non-zero
0,0.022523051,0.10457252,0.6622408,0.108199425,0.0,0.014686001,k4 zero
0,0.005509421,0.07405159,0.5663242,0.40683994,0.020887708,0.030957928,k4 non-zero
0,0.03881162,0.02160273,0.33957288,0.6136765,0.0,0.01390726,k4 zero
0,0.09844614,0.045453474,0.17274264,0.016786905,0.0,0.00402588,k4 zero
0,0.053762544,0.10245745,0.59817195,0.19364166,0.0,0.025056442,k4 zero
0,0.054336894,0.17319217,0.6095921,0.012839759,0.0,0.0035726735,k4 zero
0,0.00832122,0.08631598,0.23884359,0.16601765,0.0,0.035394784,k4 zero
0,0.049240123,0.059221398,0.15445659,0.19948572,0.032489724,0.033377822,k4 non-zero
0,0.036835548,0.23817489,0.65662444,0.019626917,0.0023551397,0.006912576,k4 non-zero
0,0.034634925,0.04544737,0.22175802,0.06392489,0.022901438,0.010169379,k4 non-zero
0,0.03788531,0.121544644,0.19866376,0.016393859,0.0,0.009265358,k4 zero
0,0.060929082,0.0588429,0.63091993,0.1206979,0.022202997,0.009449236,k4 non-zero
0,0.07089228,0.051830746,0.34521234,0.13881195,0.0057840785,0.014864392,k4 non-zero
0,0.023939323,0.22953823,0.70969206,0.06289182,0.0018328327,0.018685449,k4 non-zero
0,0.012676542,0.032392297,0.029784549,0.5708515,0.0,0.030786015,k4 zero
0,0.004911422,0.117070645,0.45763353,0.21469676,0.029777717,0.037384436,k4 non-zero
0,0.022272801,0.0624352,0.1596776,0.52561235,0.07354813,0.047887336,k4 non-zero
0,0.013731853,0.07817097,0.17954715,0.045948554,0.0,0.015928654,k4 zero
0,0.028040415,0.20977066,0.69676214,0.007984931,0.0,0.0023767452,k4 zero
0,0.024160074,0.039808128,0.030723425,0.14236295,0.12767015,0.032742046,k4 non-zero
0,0.012074267,0.16713622,0.8144467,0.114128694,0.0,0.02054226,k4 zero
0,0.0012407793,0.08690231,0.42656997,0.18711433,0.0,0.026496794,k4 zero
0,0.033616185,0.081400916,0.15909366,0.0530874,0.0,0.020366393,k4 zero
0,0.038758855,0.1851693,0.5443542,0.009739355,0.014094967,0.0032547382,k4 non-zero
0,0.009626785,0.123596214,0.5631899,0.1595757,0.0,0.02728817,k4 zero
0,0.09074317,0.06462723,0.42103478,0.46915987,0.039273527,0.03406053,k4 non-zero
0,0.013150652,0.12348391,0.6828469,0.029156636,0.0,0.0050566816,k4 zero
0,0.08467825,0.09810991,0.48480076,0.18458913,0.015317863,0.02705452,k4 non-zero
0,0.005912211,0.12976934,0.56037015,0.04339262,0.0,0.009326563,k4 zero
0,0.032824077,0.20471826,0.5831863,0.021071758,0.0,0.0071389587,k4 zero
0,0.0032985017,0.12827605,0.5736809,0.1277302,0.0,0.02335966,k4 zero
0,0.09571259,0.026247842,0.58550006,0.30184722,0.019043528,0.008928678,k4 non-zero
0,0.036293115,0.13373321,0.29646724,0.045417156,0.004403056,0.017765602,k4 non-zero
0,0.02233679,0.036548648,0.3575132,0.49163026,0.0,0.021160642,k4 zero
0,0.03387835,0.07060421,0.053704098,0.044007402,0.04567575,0.031798795,k4 non-zero
0,0.0448578,0.12738793,0.7110629,0.07771699,0.0,0.012551292,k4 zero
0,0.058890756,0.23525089,0.80027115,0.050863087,0.0057460684,0.014058401,k4 non-zero
0,0.054981727,0.05465938,0.30779546,0.40912476,0.010451643,0.031192463,k4 non-zero
0,0.08032629,0.082193814,0.2302209,0.08224494,0.008075608,0.021634446,k4 non-zero
0,0.053367775,0.18073282,0.68561393,0.016589884,0.010051594,0.0042698947,k4 non-zero
0,0.052838545,0.06973628,0.09333992,0.09552306,0.042333677,0.035271194,k4 non-zero
0,0.02068366,0.010199184,0.17231244,0.2039291,0.0,0.0055281254,k4 zero
0,0.008931884,0.113453865,0.28372163,0.08095997,0.003512772,0.025186962,k4 non-zero
0,0.08947579,0.11260957,0.5925601,0.21135302,0.014759985,0.029605653,k4 non-zero
0,0.08912949,0.15363456,0.8653254,0.016142795,0.01681279,0.0028135916,k4 non-zero
0,0.04740583,0.23714285,0.8332474,0.037069026,0.0,0.010100527,k4 zero
0,0.03748364,0.1120162,0.6794558,0.2659102,0.0,0.031507637,k4 zero
0,0.041608505,0.19531658,0.94566107,0.041251045,0.011795114,0.008163861,k4 non-zero
0,0.09578815,0.12634765,0.66418874,0.087269746,0.011899521,0.014673236,k4 non-zero
0,0.07756391,0.09534058,0.22303353,0.073789485,0.02142612,0.023701437,k4 non-zero
0,0.013332382,0.23964317,0.7121145,0.0016184151,0.0019282537,0.00054339954,k4 non-zero
0,0.026373247,0.14947836,0.77887946,0.17978746,0.0019396163,0.028033024,k4 non-zero
0,0.0600617,0.182431,0.38338068,0.0052380715,0.0,0.0024589307,k4 zero
0,0.08568335,0.0427272,0.6613401,0.1733328,0.0,0.008872966,k4 zero
0,0.041852433,0.10280883,0.5064959,0.07848974,0.0,0.013794251,k4 zero
0,0.047526985,0.26626536,0.8317399,0.030670831,0.0051348605,0.009469479,k4 non-zero
0,0.043392647,0.18085091,0.8748234,0.09850311,0.0,0.018302571,k4 zero
0,0.02048232,0.09518272,0.52181894,0.2820163,0.0,0.033393756,k4 zero
0,0.043613076,0.12925695,0.34093693,0.014419037,0.00983135,0.005244771,k4 non-zero
0,0.016858138,0.17539966,0.8840825,0.085242525,0.0,0.015424661,k4 zero
0,0.06921114,0.12764072,0.3611414,0.026207551,0.0,0.008636014,k4 zero
0,0.0989099,0.11957529,0.8129537,0.13461089,0.011639847,0.016986849,k4 non-zero
0,0.04826295,0.068769254,0.1687878,0.04287173,0.0,0.013929241,k4 zero
0,0.03179329,0.16960926,0.39439866,0.043973476,0.011273481,0.017013647,k4 non-zero
0,0.03588042,0.22243348,0.6724843,0.043871626,0.0,0.013622444,k4 zero
0,0.042342093,0.17714904,0.9617232,0.02765829,0.0025408375,0.004952225,k4 non-zero
0,0.07157188,0.057329997,0.24311356,0.5545675,0.049575895,0.039857224,k4 non-zero
0,0.038613882,0.18110366,0.57106346,0.01676306,0.0,0.0051645366,k4 zero
0,0.068833046,0.10871813,0.93888456,0.0100912545,0.0076020663,0.0011560909,k4 non-zero
0,0.027957642,0.15196009,0.5455982,0.0809733,0.0,0.019638157,k4 zero
0,0.037155677,0.05004709,0.03208435,0.19964834,0.08928312,0.043117862,k4 non-zero
0,0.032922972,0.08584355,0.3349756,0.38120934,0.025147364,0.045692615,k4 non-zero
0,0.008371454,0.06192053,0.6786121,0.24771824,0.023912229,0.01655872,k4 non-zero
0,0.08297534,0.123901725,0.7161976,0.003962823,0.008854546,0.0006817933,k4 non-zero
0,0.052377734,0.11449722,0.7322882,0.2404994,0.023041897,0.028306808,k4 non-zero
0,0.071945734,0.05121736,0.6359021,0.026077347,0.0019331576,0.0020176047,k4 non-zero
0,0.0932716,0.11592356,0.6274867,0.17692979,0.0,0.025497153,k4 zero
0,0.052835297,0.13439132,0.66956836,0.08742709,0.0,0.015521154,k4 zero
0,0.0006322568,0.19001123,0.68729466,0.10807978,0.0,0.025819756,k4 zero
0,0.002442975,0.07622602,0.5313546,0.08653537,0.015207655,0.010675438,k4 non-zero
0,0.006591556,0.08527681,0.4428239,0.49562934,0.024734685,0.045037612,k4 non-zero
0,0.019554965,0.19087099,0.43229982,0.0106374,0.0,0.00458388,k4 zero
0,0.043783225,0.16775873,0.6558213,0.030132893,0.0,0.007369378,k4 zero
0,0.09899391,0.12222475,0.74752814,0.113025054,0.0035046805,0.016052999,k4 non-zero
0,0.013324427,0.16913892,0.5758898,0.08895316,0.007502147,0.022630068,k4 non-zero
0,0.07517174,0.14210722,0.2535677,0.007093748,0.011464393,0.0038673647,k4 non-zero
0,0.0028660323,0.16113491,0.62294805,0.15725821,0.0026276896,0.032478318,k4 non-zero
0,0.08627254,0.15106913,0.89971334,0.06066155,0.0,0.009542199,k4 zero
0,0.09800378,0.063575886,0.12583254,0.043925576,0.007501016,0.01645051,k4 non-zero
0,0.007879401,0.19534665,0.7483186,0.10123416,0.0,0.023277842,k4 zero
0,0.028188195,0.15690015,0.5641384,0.15235913,0.016080655,0.033363923,k4 non-zero
0,0.05322226,0.1771832,0.68787056,0.14323504,0.015987325,0.030536244,k4 non-zero
0,0.025061028,0.09976395,0.2688162,0.0021798394,0.0,0.0008024818,k4 zero
0,0.051683318,0.16812572,0.66339415,0.12868957,0.011642221,0.027315328,k4 non-zero
0,0.09545065,0.0830655,0.32244417,0.08598633,0.020576445,0.01748767,k4 non-zero
0,0.027767317,0.29148808,0.81001186,0.00019115832,0.0,6.877335e-05,k4 zero
0,0.08174997,0.022525346,0.57519716,0.060369622,0.015951602,0.002139581,k4 non-zero
0,0.07250443,0.045506172,0.3404883,0.014624386,0.003032206,0.0018740526,k4 non-zero
0,0.06210536,0.04845699,0.3035971,0.66781515,0.023393773,0.033312645,k4 non-zero
0,0.02387416,0.19317147,0.5665071,0.074895285,0.0031106384,0.022556249,k4 non-zero
0,0.07900733,0.31634066,0.783757,0.00048726078,0.0,0.00019654642,k4 zero
0,0.029098418,0.11817211,0.6851562,0.21324766,0.017447243,0.028049663,k4 non-zero
0,0.08899637,0.06601918,0.12347498,0.095450714,0.019566474,0.028784093,k4 non-zero
0,0.0342257,0.025719875,0.057636462,0.08059296,0.012893318,0.014995656,k4 non-zero
0,0.026582772,0.13191737,0.22258994,0.033623017,0.017735569,0.017311614,k4 non-zero
0,0.034980588,0.12118734,0.3867116,0.023157949,0.0,0.006847179,k4 zero
0,0.094772354,0.013101373,0.4867185,0.23363486,0.0,0.0042492165,k4 zero
0,0.08645479,0.17273054,0.37097692,0.0029663,0.0,0.0013701828,k4 zero
0,0.0576457,0.098046914,0.762347,0.011751466,0.0,0.0014884347,k4 zero
0,0.02078464,0.1921964,0.6789168,0.0026826018,0.0,0.00075643614,k4 zero
0,0.019601984,0.10751826,0.2883717,0.017182305,0.0,0.006046105,k4 zero
0,0.026780251,0.24490471,0.64060014,0.0160259,0.0019784365,0.005977251,k4 non-zero
0,0.030737244,0.102967516,0.1627143,0.011036421,0.0,0.0065403637,k4 zero
0,0.08235535,0.06569815,0.38706622,0.4441272,0.0,0.035104144,k4 zero
0,0.008021973,0.08984509,0.30907017,0.21989511,0.021777177,0.037349325,k4 non-zero
0,0.063347675,0.19362293,0.59710824,0.021249728,0.0,0.0066538076,k4 zero
0,0.028353296,0.16109985,0.6552006,0.18597531,0.012709898,0.03561751,k4 non-zero
0,0.036333516,0.05075897,0.87411505,0.08507176,0.0,0.004501891,k4 zero
0,0.018229906,0.08097081,0.5131713,0.3742022,0.022635508,0.0341451,k4 non-zero
0,0.06202107,0.19827664,0.82827497,0.117356315,0.008690046,0.02460686,k4 non-zero
0,0.024131846,0.07242141,0.055555217,0.02844263,0.008719749,0.024522716,k4 non-zero
0,0.09894755,0.03217047,0.1942907,0.12955248,0.027649142,0.0128697,k4 non-zero
0,0.0006355774,0.115929194,0.4909293,0.17057005,0.0,0.029892769,k4 zero
0,0.08045508,0.11754392,0.48338914,0.12782359,0.0021039906,0.024582088,k4 non-zero
0,0.07845489,0.043707512,0.58640695,0.30451825,0.0186281,0.014939229,k4 non-zero
0,0.01265701,0.08922354,0.24363437,0.13332814,0.0,0.031557538,k4 zero
0,0.019071672,0.13648696,0.93982464,0.020865308,0.0,0.0029643723,k4 zero
0,0.07147749,0.07988143,0.18267547,0.027016982,0.016080765,0.010292003,k4 non-zero
0,0.04179642,0.08150576,0.86833996,0.05412754,0.008453336,0.0047825063,k4 non-zero
0,0.048889734,0.011492293,0.29803142,0.10167406,0.026991228,0.0029233226,k4 non-zero
0,0.013306385,0.12230014,0.45871067,0.07930355,0.008756308,0.018027099,k4 non-zero
0,0.02710412,0.25396106,0.7924166,0.0014121953,0.016949624,0.0004517884,k4 non-zero
0,0.005652988,0.07217327,0.60560155,0.26238453,0.0,0.021817343,k4 zero
0,0.02999341,0.25928843,0.8816465,0.0756701,0.0,0.020495186,k4 zero
0,0.024967168,0.083450496,0.3306279,0.20592932,0.012236669,0.032028094,k4 non-zero
0,0.06142056,0.07280481,0.3251744,0.4365424,0.03901517,0.041724674,k4 non-zero
0,0.049543295,0.063884936,0.32673302,0.45111498,0.01586315,0.037050236,k4 non-zero
0,0.08307235,0.079006515,0.3074889,0.007838872,0.0,0.0019640578,k4 zero
0,0.0996846,0.06076512,0.4328207,0.32278696,0.0,0.025958164,k4 zero
0,0.033161514,0.23131646,0.8857028,0.06141452,0.017420502,0.014999398,k4 non-zero
0,0.029545862,0.20118134,0.4951454,0.033142652,0.0,0.012621302,k4 zero
0,0.025119038,0.23664702,0.6218377,0.01221681,0.0,0.004559658,k4 zero
0,0.053634703,0.13011622,0.5225639,0.11286278,0.005605521,0.023110894,k4 non-zero
0,0.059740238,0.06992126,0.2396058,0.008116995,0.0,0.0022910712,k4 zero
0,0.033965897,0.10525129,0.23699339,0.0672691,0.017046563,0.023269907,k4 non-zero
0,0.008972375,0.09729516,0.21257362,0.09578147,0.014878559,0.030221889,k4 non-zero
0,0.034208193,0.088419475,0.131243,0.0786532,0.027460875,0.033132922,k4 non-zero
0,0.066938795,0.090164125,0.52298903,0.13040178,0.0016608284,0.017994683,k4 non-zero
0,0.095047966,0.12015251,0.48756927,0.051602744,0.018271869,0.011499483,k4 non-zero
0,0.08134555,0.049035024,0.2198532,0.12698421,0.0,0.017952716,k4 zero
0,0.04262209,0.023804588,0.83882517,0.040912125,0.0,0.0011070308,k4 zero
0,0.082659714,0.10508455,0.73428214,0.12605491,0.01842714,0.015396785,k4 non-zero
0,0.017949969,0.043284714,0.74945885,0.044007618,0.012700759,0.0024006777,k4 non-zero
0,0.023789238,0.050057746,0.17337582,0.0558355,0.0,0.012193984,k4 zero
0,0.050902843,0.14337415,0.8400552,0.1417824,0.02223384,0.020703966,k4 non-zero
0,0.021697748,0.15210496,0.51632285,0.06579638,0.0023377833,0.01719228,k4 non-zero
0,0.082312144,0.2341216,0.6998962,0.005902006,0.0,0.001957765,k4 zero
0,0.07698854,0.015342569,0.25288978,0.287885,0.0,0.008167718,k4 zero
0,0.049943805,0.12727043,0.67385006,0.08112338,0.015330758,0.013675458,k4 non-zero
0,0.065183364,0.25612268,0.7450869,0.00162969,0.0,0.00055898126,k4 zero
0,0.076863535,0.132775,0.879972,0.025928104,0.0,0.0038002024,k4 zero
0,0.034315184,0.074597664,0.10380354,0.086999156,0.03890301,0.034013845,k4 non-zero
0,0.016077861,0.11759561,0.6893461,0.030209083,0.010027128,0.0049370164,k4 non-zero
0,0.060881197,0.04543308,0.02664825,0.11293732,0.09165268,0.036759462,k4 non-zero
0,0.036651228,0.063139245,0.33018237,0.057779778,0.01878656,0.009403422,k4 non-zero
0,0.094360374,0.041774467,0.111822866,0.035807908,0.01410984,0.010132415,k4 non-zero
0,0.088980004,0.05562465,0.21656084,0.10430024,0.010822452,0.018081546,k4 non-zero
0,0.00018050076,0.23392665,0.88951725,0.0025309888,0.0,0.00066371495,k4 zero
0,0.06802588,0.10789642,0.58387464,0.13148186,0.0,0.01983126,k4 zero
0,0.011908957,0.20836881,0.52594525,0.013878295,0.016720397,0.005356943,k4 non-zero
0,0.00204007,0.0628173,0.023686588,0.055183638,0.1467413,0.043951783,k4 non-zero
0,0.094897136,0.08876448,0.2709161,0.014054216,0.016383922,0.0043777027,k4 non-zero
0,0.06836163,0.25546283,0.9889787,0.004656594,0.0,0.0011972064,k4 zero
0,0.08633913,0.036776256,0.51895493,0.2517455,0.0,0.0120127825,k4 zero
0,0.00612795,0.18846579,0.6423201,0.046168756,0.013027576,0.012638158,k4 non-zero
0,0.029554997,0.121357396,0.6894788,0.09714014,0.0,0.014986512,k4 zero
0,0.08301196,0.02905087,0.14118269,0.7440728,0.0,0.024417765,k4 zero
0,0.020385142,0.025444925,0.004250228,0.5317131,0.0,0.025243144,k4 zero
0,0.04661873,0.10365984,0.7958548,0.023236861,0.0018215884,0.0029407323,k4 non-zero
0,0.007114855,0.025322406,0.06473105,0.35127702,0.06986715,0.021382228,k4 non-zero
0,0.04730806,0.096699715,0.5664107,0.17316113,0.0115260035,0.02264098,k4 non-zero
0,0.02809514,0.088992104,0.35646725,0.025489755,0.005161329,0.005938854,k4 non-zero
0,0.0067643397,0.17400917,0.53001857,0.033492267,0.018022263,0.010342236,k4 non-zero
0,0.04872582,0.25205487,0.80935025,0.02785074,0.0,0.008384981,k4 zero
0,0.0044118576,0.15521178,0.70195615,0.07870102,0.013108145,0.015647491,k4 non-zero
0,0.020606974,0.061057758,0.42218527,0.0696158,0.0,0.008642894,k4 zero
0,0.003565173,0.16614935,0.82160836,0.11884489,0.00069755525,0.02099626,k4 non-zero
0,0.020446513,0.11686904,0.51503605,0.20595053,0.02609099,0.033383757,k4 non-zero
0,0.028129889,0.09497356,0.35984725,0.19846122,0.0,0.033760134,k4 zero
0,0.01660025,0.12514134,0.7273047,0.26207557,0.026029754,0.03314852,k4 non-zero
0,0.050696727,0.051181648,0.3840234,0.15245329,0.0,0.014544547,k4 zero
0,0.08818894,0.21829873,0.82929647,0.0119210305,0.015407195,0.003093547,k4 non-zero
0,0.013774657,0.17598347,0.66456145,0.09926811,0.0029935478,0.022871,k4 non-zero
0,0.078534156,0.059670057,0.21318698,0.37990353,0.03313969,0.038221594,k4 non-zero
0,0.089524835,0.039010953,0.19179833,0.55118483,0.02577802,0.028940422,k4 non-zero
0,0.0067193313,0.06858799,0.26679233,0.23461962,0.01502095,0.032093547,k4 non-zero
0,0.07026387,0.038540717,0.94357455,0.0090944525,0.0,0.00036792076,k4 zero
0,0.019535659,0.11837905,0.64109445,0.016428394,0.0,0.002957734,k4 zero
0,0.072778255,0.07892995,0.87283516,0.09857054,0.013259579,0.008009185,k4 non-zero
0,0.0071792435,0.22614601,0.7030644,0.0706427,0.011719793,0.02064808,k4 non-zero
0,0.0415371,0.017112603,0.009790473,0.6469977,0.0,0.016857512,k4 zero
0,0.018850354,0.10358166,0.6258689,0.28468138,0.0,0.032384556,k4 zero
