0.041666667,0.125,0.208333333,0.291666667,0.375,0.458333333,0.541666667,0.625,0.708333333,0.791666667,0.916666667,1.083333333,1.25,1.416666667,1.75,2.25,2.75,3.25,3.75,4.25,5,6,7,8,11,16,21,26,31,36,41,46,51,56
0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.166666667,0.166666667,0.166666667,0.166666667,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,5,5,5,5,5,5,5,5,5,5
0.731394933,1.685595743,2.179835367,2.393948389,2.442947296,2.399314978,2.307867803,2.195609991,2.078224555,1.964315843,1.808581478,1.634397001,1.494901821,1.382390325,1.211193317,1.029401298,0.895832956,0.792974873,0.712752508,0.649938538,0.580108364,0.51852693,0.479847901,0.4550704,0.419448583,0.396537853,0.380458791,0.365497235,0.351162308,0.337392744,0.324163361,0.311452732,0.299240495,0.287507108
0,0.136159714,0.177241856,0.386812619,0.581375583,0.439611657,0.545278796,0.60077056,0.60397778,0.51472264,1.107228901,0.96422987,0.919670314,1.242542523,1.188703174,1.235541304,1.231967059,1.236021783,1.438863116,1.265525945,1.383677021,1.204975534,1.214759931,1.296899829,1.250787691,1.401220491,1.654625243,1.741880027,1.881812046,2.02474008,2.241148868,2.346410237,2.453799468,2.628697713
